localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, e7e2d6f1193fb00bad29053a07217899, 574988.66800839, 5917866.21387187, 53.40453765, -1.87201468, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 24.19520378, 219.45762634, 129.45762634, -0.51171875, Unit 2, Wed Jun  2 15:42:51 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 95e051374d62d581b3818d96ef766cf3, 574970.49348763, 5917864.98025961, 53.40452914, -1.87228830, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 15.29181194, 247.24346924, 157.24346924, -0.51171875, Unit 2, Wed Jun  2 15:42:23 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, e27cd58f17f2abda7d585b66182eca2b, 574969.51381915, 5917863.97056647, 53.40452021, -1.87230327, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 17.50763321, 262.08984375, 172.08984375, -0.51171875, Unit 2, Wed Jun  2 15:42:13 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 179253eebf6bb4170b747ca50470f0eb, 574963.20290853, 5917859.92696769, 53.40448476, -1.87239914, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 17.06492996, 225.14231873, 135.14231873, -0.51171875, Unit 2, Wed Jun  2 15:41:55 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 48f513e78a4ec738c9931d9e26c06c62, 574933.09996645, 5917856.97741670, 53.40446253, -1.87285255, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 13.81710052, 248.39816284, 158.39816284, -0.51171875, Unit 2, Wed Jun  2 15:40:56 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 2e9fdfda5e8d2ddaea24d719a70a6999, 574927.97378347, 5917857.70876672, 53.40446983, -1.87292947, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 17.31619072, 248.64669800, 158.64669800, -0.51171875, Unit 2, Wed Jun  2 15:40:43 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, f858dbbd6a6c6d0e413a69c0f693d7b6, 574927.82558718, 5917844.72380603, 53.40435315, -1.87293479, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 25.52772331, 257.41809082, 167.41809082, -0.51171875, Unit 2, Wed Jun  2 15:40:14 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 71b3ed5b46a897767b818583bd08f14a, 574958.18229682, 5917810.12897745, 53.40403794, -1.87248648, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 21.47166252, 229.65097046, 139.65097046, -0.51171875, Unit 2, Wed Jun  2 15:39:00 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 2ebf8f84ea9449d65d89999968e13ea1, 574973.09175674, 5917797.08973925, 53.40391863, -1.87226536, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 12.91436005, 279.97967529, 189.97967529, -0.51171875, Unit 2, Wed Jun  2 15:38:08 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, a37b1ce3ca930a0db3f65c73fc44dabd, 574858.12156314, 5917790.09726866, 53.40387211, -1.87399602, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 20.32942200, 207.27288818, 117.27288818, -0.51171875, Unit 2, Wed Jun  2 15:35:34 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, e24ca79a2e794c7430fab598874a8f97, 574846.16019947, 5917789.58321470, 53.40386919, -1.87417602, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 8.41855145, 202.14309692, 112.14309692, -0.51171875, Unit 2, Wed Jun  2 15:35:13 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 4dfbd9b3da129fc6078bff98fa919a1e, 574821.15082550, 5917792.87941798, 53.40390235, -1.87455135, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 24.59194183, 205.72311401, 115.72311401, -0.51171875, Unit 2, Wed Jun  2 15:34:29 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 2987a57d34ca85d9f4026f94c49c7b7f, 574794.42654945, 5917795.83424000, 53.40393270, -1.87495254, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 5.96886444, 206.25183105, 116.25183105, -0.51171875, Unit 2, Wed Jun  2 15:33:39 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, dc96ce007aabce786214768ab1d55720, 574756.70807994, 5917798.73768952, 53.40396413, -1.87551909, 30U, 3.00000000, 8.00120827, -1.00000000, Bedding, 18.81468010, 195.74256897, 105.74256897, -0.51171875, Unit 2, Wed Jun  2 15:32:38 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 44c6decd49319097c709d8b027195129, 574683.18047940, 5917827.81365076, 53.40423585, -1.87661797, 30U, 3.12452841, 6.00090621, -1.00000000, Bedding, 16.18947792, 239.39331055, 149.39331055, -0.51171875, Unit 2, Wed Jun  2 15:31:08 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, f395edc0e1f1e8045f316e320176dab2, 574662.39946229, 5917826.00491275, 53.40422254, -1.87693092, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 12.49424934, 232.83302307, 142.83302307, -0.51171875, Unit 2, Wed Jun  2 15:30:19 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 1c209de3a9e8ab23f81d66c50c6c8a03, 574660.59994512, 5917827.92362852, 53.40424003, -1.87695752, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 14.48159599, 235.11514282, 145.11514282, -0.51171875, Unit 2, Wed Jun  2 15:30:09 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 9aa9df0b3f9e68a5bb6d954ef2199235, 574613.24999023, 5917812.47058562, 53.40410785, -1.87767327, 30U, 3.00000000, 6.00090621, -1.00000000, Bedding, 22.33481407, 212.16349792, 122.16349792, -0.51171875, Unit 2, Wed Jun  2 15:29:18 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 0fe4d87a3ab070ee6b4e3c35420e039d, 574608.21252033, 5917812.27959284, 53.40410685, -1.87774907, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 21.87864113, 217.79803467, 127.79803467, -0.51171875, Unit 2, Wed Jun  2 15:29:09 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 194a7a6b0471d46b17519b21ffa45d6d, 574572.05140394, 5917835.40102037, 53.40431975, -1.87828742, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 28.89423561, 225.62504578, 135.62504578, -0.51171875, Unit 2, Wed Jun  2 15:28:17 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, ceac45b3582bd505cc0382a46ebb531b, 574539.12947081, 5917833.11256890, 53.40430383, -1.87878307, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 11.76585674, 199.10760498, 109.10760498, -0.51171875, Unit 2, Wed Jun  2 15:27:36 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 8bdf08b9f2bee2b556f40267147fd00e, 574534.54028784, 5917835.65394785, 53.40432732, -1.87885149, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 15.32840157, 283.13610840, 193.13610840, -0.51171875, Unit 2, Wed Jun  2 15:27:27 2021, 
4d6ed42efe34bd3252cf1417d4c3e13a, Locality 1, 6338a69b9df37b44a5a8efffd3b1958a, 574508.76293051, 5917845.01042182, 53.40441505, -1.87923694, 30U, 3.00000000, 4.00060414, -1.00000000, Bedding, 10.73241329, 217.05465698, 127.05465698, -0.51171875, Unit 2, Wed Jun  2 15:26:59 2021, 
