localityId, name, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, timedate, description
b20941cf6eb3acadfbd08f542f9a4278, Locality 1, 575473.65468499, 5917960.48715965, 53.40531576, -1.86469848, 30U, 652.69763184, 0.00000000, 0.00000000, Wed Jun  2 08:20:15 2021, Automatically created on 2 June 2021 08:20:15
