localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, lineationType, plunge, plungeAzimuth, declination, unitId, timedate, notes
b20941cf6eb3acadfbd08f542f9a4278, Locality 1, acb41745748c60e915e9dc0f6297d0fb, 574177.18096549, 5917861.60632597, 53.40461090, -1.88421966, 30U, 0.00000000, -1.00000000, -1.00000000, Lineation, 5.00000000, 251.00000000, -0.78142005, P FLOWS, Wed Jun  2 16:10:00 2021, Delta top cross bed crests
b20941cf6eb3acadfbd08f542f9a4278, Locality 1, 3fb2dcb602358ea0f78c255f092d07b8, 574498.97520101, 5917860.30783091, 53.40455391, -1.87938052, 30U, 0.00000000, -1.00000000, -1.00000000, Lineation, 30.00000000, 280.00000000, -0.78142005, P FLOWS, Wed Jun  2 14:05:16 2021, Fore sets
b20941cf6eb3acadfbd08f542f9a4278, Locality 1, 6943c41a38fdbc914f1f23aa4f74db9c, 575062.19039567, 5917897.62400455, 53.40480948, -1.87090151, 30U, 0.00000000, -1.00000000, -1.00000000, Lineation, 34.00000000, 287.00000000, -0.78142005, P FLOWS, Wed Jun  2 11:42:14 2021, Fore set cross beds Poorly weathered
b20941cf6eb3acadfbd08f542f9a4278, Locality 1, a27c4dc919090da3eb32dc5026b25b59, 575251.04544158, 5917921.81552903, 53.40500000, -1.86805556, 30U, 0.00000000, -1.00000000, -1.00000000, Mineral, 30.00000000, 184.00000000, -0.78142005, P FLOWS, Wed Jun  2 11:07:45 2021, Back Sets? Bed: 21/260
b20941cf6eb3acadfbd08f542f9a4278, Locality 1, 023a980ba14c58f5a23789f6cd77fed6, 575380.30617713, 5917923.86784237, 53.40500000, -1.86611111, 30U, 0.00000000, -1.00000000, -1.00000000, Lineation, 35.00000000, 255.00000000, -0.78142005, P FLOWS, Wed Jun  2 10:33:30 2021, Fore sets Bedding :19/267
